000	แมวพื้นฐาน<br><br>	กล้ามที่ฝึกมาอย่างดี<br>คือเสน่ห์ของแมวตัวนี้<br>	กล้ามที่ฝึกมาอย่างดีและทรงผม<br>คือเสน่ห์ของแมวตัวนี้<br>		
172	กระแสควอนตัมได้เปลี่ยนให้เนียนดัมกลายเป็นทารก<br>ที่มีหน้าแก่หงัก ทุกคนต่างขยะแขยง จริงๆ นะ<br>บางครั้งก็ชะลอศัตรูได้ (โจมตีพื้นที่)	หลังจากที่ช่วยชีวิตลูกแมวออกจากสระว่ายน้ำในโรงเรียน<br>ลูกแมวตัวนั้นก็ตามไปโรงเรียนทุกวัน<br>บางครั้งก็ชะลอศัตรูได้ (โจมตีพื้นที่)	เนียนดัมชนะใจและปกครองนักเรียนอนุบาล<br>ด้วยกำปั้นเหล็ก จง เคารพ ข้า<br>บางครั้งก็ชะลอศัตรูได้ (โจมตีพื้นที่)		
173	Dropping in from "Survive! Mola Mola!"<br>The lone survivor of 300,000,000 brothers -<br>the ocean's a harsh realm, man.	Playing life on Hard Mode, a Mola Mola<br>is always within sight of paradise.<br>Attacks from range by screaming… then dying.	Vanishes as soon as it sees a larger fish. Or it<br>would, if it didn't take so long to turn about and run.<br>What looks like a beard is really just parasites.		
174	Dropping in from "Survive! Mola Mola!"<br>His size is almost without equal, and so<br>is his royal arrogance. (Area Attack)	Bears the burden of a watery destiny,<br>Regrets? A good long scream can take<br>care of doubt and worries! (Area Attack)	A body so large matches well with the vastness<br>of the ocean. Death can come at any time, so<br>live as if this day was your last. (Area attack)		
175	A cat trained by Molas for marine combat.<br>Still kinda wishes he became a meteorologist.<br>Resistant to Red enemy attacks. (Area Atk)	Evolved arms instead of legs… weird.<br>Hates being stepped all over. Stop it!!!<br>Resistant to Red enemy attacks. (Area Atk)			
176	ขนมหวานของคนที่ชอบขบเคี้ยว!<br>ล้อมกายศัตรูด้วยความหวานระดับเจ็ต<br>ก่อนที่จะทุบตีศัตรูเรื่อยๆ และเรื่อยๆ	สุกเร็วเวลานำไปอังไฟ ร่างกายอันลุกไหม้<br>ทำให้หวนระลึกถึงความหลัง<br>โจมตีอย่างรุนแรงด้วยร่างกายอันอ่อนนุ่ม!			
177	เจ้าผู้ต้องการเผาทุกอย่างให้มอดไหม้<br>เผาทุกอย่างเป็นเถ้าถ่านด้วยการโจมตีพื้นที่อันทรงพลัง<br>อาจจะกระแทกกลับและชะลอเทพได้	มังกรโบราณผู้มีอำนาจเหนือทุกสิ่ง<br>เผาทุกอย่างเป็นเถ้าถ่านด้วยการโจมตีพื้นที่อันทรงพลัง<br>อาจจะกระแทกกลับและชะลอเทพได้	โจมตีดุร้ายให้พลังด้วยความเกลียดชัง <br>สืบสานธรรมเนียมของความไร้ปรานี ทะลวงบาเรีย 100%<br>พร้อมกระแทกกลับและชะลอเทพ (โจมตีพื้นที่)	ความร้อนจากอาทิตย์ 1000 ดวง แผ่มาจากแกนของ<br>จักรกลแห่งการทำลาย ที่สร้างความพินาศจนสิ้นซาก<br>กระแทกกลับ 100%/ชะลอเทพ/เอเลี่ยน
178					
179	Heroes from Shoumetsu Toshi! A brave <br>deliveryman and a girl of mystery.<br>Tough vs Floating (Area Attack)	Gave a stray Cat a ride, thinking it was Sophia.<br>Seeking answers in the destroyed metropolis.<br>Tough vs Floating (Area Attack)	Travelling with a mysterious being that is the<br>key to find missing Yuki. Tough vs Floating<br>Extra money from enemies (Area Atk)		
180	Mysteriously reappeared after being lost in<br>the city's destruction, with strange new powers...<br>Massive Area damage to Floating enemies.	Enigmatic girl with the power to call forth<br>souls (with some help from the Cat).<br>Massive Area damage to Floating enemies.	Since growing cat ears to better speak with<br>Cats, her soul communion has also improved?<br>Massive Area damage to Floating enemies.		
181	Girl lost during the city's destruction, reborn as<br>a Cat but retaining all her mysterious powers.<br>Small chance to Freeze Floating.	Girl who became a Cat after the city's destruction,<br>now slowly regaining her former charisma.<br>Small chance to Freeze Floating.			
182					
183	Celebrate "The Battle Cats POP!" on 3DS!<br>Other hobbies: Parties, Tennis, Medicine.<br>Gets lots of money from defeated enemies!	Celebrate "The Battle Cats POP!" on 3DS!<br>Has a complex thanks to his popular brother.<br>Gets lots of money from defeated enemies!	Celebrate "The Battle Cats POP!" on 3DS!<br>This Cat always seems to be in another castle.<br>Gets lots of money from defeated enemies!		
184	Mr. Ninja!!Fever joins the fight!<br>Leaps gracefully from planet to planet dicing up aliens.<br>Massive damage to Alien enemies (Area Attack)	A kunoichi from "Mr. Ninja!!Fever"!<br>As bright and beautiful as her peerless swordplay.<br>Massive damage to Alien enemies (Area Attack)			
185	Joining the fight from Merc Storia! Silver<br>beast with a blunt and logical attitude.<br>Might Critical Attack, Tough vs Metal.	Joining the fight from Merc Storia!<br>A beguiling and handsome lady beast.<br>Might Critical Attack, Tough vs Metal.	Joining the fight from Merc Storia!<br>Partisan fencer with radical fashion sense.<br>Might Critical Attack, Tough vs Metal.		
186	Joining the fight from Merc Storia! Lady who<br>admires dragons, dreaming of a celestial bridge. <br>Area attacks might Freeze Red/Black.	Joining the fight from Merc Storia! Can't resist<br>the dragon scales that build heaven's bridge.<br>Area attacks might Freeze Red/Black.			
187	Joining the fight from Merc Storia! A kind<br>knight troubled by uncanny strength from birth.<br>Tough vs Angel enemies.	Joining the fight from Merc Storia!<br>Merc says he's full of secrets.<br>Tough vs Angel enemies.	Joining the fight from Merc Storia! Merc says he<br>fawns over cute things when no one is looking.<br>Tough vs Angel enemies, might Dodge.		
188	Joining the fight from Merc Storia! Odd girl<br>who has made pacts with creatures of night.<br>Long-range Area attacks, Strong vs Black.	Joining the fight from Merc Storia! Touching<br>her coffin will cause it to crumble to dust.<br>Long-range Area attacks, Strong vs Black.	Joining the fight from Merc Storia! The next head of<br>family of House Antol who invites souls into darkness.<br>Strong vs Black and Aku, 100% chance to Slow.		
189	Joining the fight from Merc Storia! Master<br>sorcerer cursed for unknown reasons.<br>Area attacks might Knockback Angels.	Joining the fight from Merc Storia! Recovered<br>treasured items thanks to loyal disciples.<br>Area attacks might Knockback Angels.			
190	Joining the fight from Merc Storia! Gentleman of <br>the dark, here thanks to a pact with a certain lad.<br>Might Knockback/Slow Red & Black (Area)	Joining the fight from Merc Storia! An eccentric<br>citizen of the dreamworld. (Area Attacks)<br>Might Knockback/Slow Red & Black			
191	Joining the fight from Merc Storia!<br>Everyone's favorite PR pro is here!<br>Might Slow a single enemy	Joining the fight from Merc Storia! Not<br>only PR, she's an apple merchant too!<br>Might Slow a single enemy	Joining the fight from Merc Storia!<br>The Battle Cats needs PR help too, right?<br>Might Slow a single enemy		
192					
193					
194	ยอดอัจฉริยะผู้ฝันถึงการบุกรุกของมนุษย์ต่างดาว<br>เลยสร้างตัวเองขึ้นมาใหม่ให้เป็นฮีโร่ไซบอร์ก<br>เพื่อปกป้องโลก! การโจมตีพื้นที่อาจจะหยุดการเคลื่อนไหวเอเลี่ยน	เดิมคือเด็กที่ถูกแกล้ง แต่ตอนนี้ไม่ใช่แล้ว!<br>เพราะใช้ความกลัวเป็นพลังต่อสู้เพื่อความยุติธรรม!<br>มีพลังโจมตีเพิ่มขึ้นเมื่อโดนดาเมจ! (พื้นที่)	เปลี่ยนฟ้าลิขิตสร้างชะตาชีวิตขึ้นมาใหม่!<br>แต่จะใช้พลังเพื่อเปลี่ยนสังคมได้หรือไม่?<br>เก่งกับเอเลี่ยน มีภูมิต้านคลื่น		
195	หญิงสาวผู้ศึกษานิตยสารเครื่องกล<br>เพื่อสร้างเครื่องจักรสังหารในฝันของตนเอง<br>อึดต่อเอเลี่ยน/ดำ ฟื้นคืนชีพหลังถูกสังหาร 1 ครั้ง	ผู้ลักลอบเข้าไปขโมยเครื่องยนต์เจ็ทในสนามบิน<br>เพื่อนำชิ้นส่วนมาประกอบเป็นยอดหุ่นของเธอ<br>มีโอกาสกระแทกกลับ + ลดทอนศัตรูเอเลี่ยน	เนียซ่าเห็นแววเลยจ้างไปสร้างหุ่นยนต์<br>เพื่อสำรวจอวกาศ และพัฒนายอดหุ่นรบระดับจักรวาล<br>ดาเมจพื้นที่มหาศาล + ชะลอศัตรูเอเลี่ยน		
196	ใส่ชุดพิเศษที่กันแสงยูวีได้<br>แต่ไม่สามารถกันปาปารัสซี่ที่มาตามถ่ายรูปได้<br>ดาเมจพื้นที่มหาศาลต่อลอย/เอเลี่ยน	ยอมเป็นปีศาจเพื่อต่อสู้กับความชั่วร้ายในค่ำคืน<br>แต่ก็ยังมีจุดอ่อน ชอบแจกลายเซ็นให้กับคุณป้าๆ<br>ดาเมจพื้นที่มหาศาลต่อเทพ/เอเลี่ยน	ยอมลงนามในสัญญาสร้างภาพยนตร์ 3 เรื่อง<br>เพื่อสร้างชุดไฮเทค ขจัดเหล่าคนชั่ว<br>ดาเมจพื้นที่มหาศาลต่อเอเลี่ยนและซากวัตถุ		
197	งอโลหะได้เมื่อตื่นเต้น ชอบกินซีเรียล<br>แต่มักจะมีช้อนที่ใช้งานไม่ได้ก่อนที่จะกินทุกที<br>ชะลอการเคลื่อนไหวของเอเลี่ยนบางครั้ง	ความสุขของตัวเองได้เปิดประตูมิติ<br>เวลาเรียกมาเล่นโยนบอลก็อย่าตอบรับล่ะ<br>ชะลอการเคลื่อนไหวของเอเลี่ยนบางครั้ง	ถูกประตูมิติที่ตัวเองสร้างขึ้นมาเข้าครอบงำ<br>จนทั้งร่างกายถูกดูดไปในมิติมืด<br>ชะลอการเคลื่อนไหวของเอเลี่ยนบางครั้ง		
198	หมอผีผู้เดินทางมาจากอดีต<br>พร้อมที่จะไล่รถสปอร์ตชั่วร้ายให้พ้นไป<br>บางครั้งอาจจะลดทอนศัตรูที่ไม่ใช่โลหะ	สาวน้อยเวทมนตร์ผู้ทำสัญญากับเอเลี่ยน<br>ส่วนไม้เท้าอันสวยงามนั้นเป็นโบนัสเซ็นสัญญา<br>บางครั้งอาจจะลดทอนศัตรูที่ไม่ใช่โลหะ	ทำตามสัญญาเรียบร้อย สุดยอดพลังอยู่แค่เอื้อม<br>แต่ตอนนี้มาทำงานเป็นวายร้ายในสวนสนุก<br>ลดทอนศัตรูที่ไม่ใช่โลหะ 100%		
199	มีชีวิตเพื่อตามหาคลื่นอันสมบูรณ์แบบ ตอนนี้มีอายุ 40 แล้ว<br>แต่ยังไม่มีชีวิตที่แท้จริง (หืม?) อาจจะหยุดเอเลี่ยน<br>และรอดชีวิตจากการโจมตีถึงตายได้ (โจมตีพื้นที่)	เห็นบอกว่าหนีมาจากเกาะร้าง แต่อันที่จริงแอบชื่นชอบ<br>การพักร้อนถาวรแบบนี้ต่างหาก อาจจะหยุดเอเลี่ยน<br>และรอดชีวิตจากการโจมตีถึงตายได้ (โจมตีพื้นที่)	ลืมเรื่องให้ใครมาช่วยไปแล้ว เพราะแต่งกับทะเลเรียบร้อย<br>วันนี้คลื่นลมจะสงบหรือบ้าคลั่ง? อาจจะหยุดเอเลี่ยนได้<br>และรอดชีวิตจากการโจมตีถึงตายได้ (โจมตีพื้นที่)		
200	ผิวหนังโลหะจะลดดาเมจที่ได้รับลงให้เหลือน้อยที่สุด<br>แต่ว่าเป็นอัลลอยบริสุทธิ์เพียง 87.5% คริติคอลยังทำให้เจ็บได้<br>อัปเกรดเป็นเลเวล (+) ไม่ได้ (โลหะ)	ผิวหนังโลหะจะลดดาเมจที่ได้รับลงให้เหลือน้อยที่สุด<br>และมีความภูมิใจในผิวพรรณสวยงาม จึงไม่คลุมแขน<br>อัปเกรดเป็นเลเวล (+) ไม่ได้ (โลหะ)			
201	เป็นผู้ทำให้วงกองทัพแมวเดินเป็นจังหวะ<br>และเข้มงวดเรื่องจังหวะมาก จนแสดงเพียงคนเดียว<br>อาจจะลดดาเมจโลหะลงครึ่งหนึ่ง	เป็นผอ.ของวิทยาลัยแมวชั้นสูง เป็นครูมา 40 ปี<br>สอนให้นักเรียนพิชิตดินแดนอันไม่รู้จักเพื่อชาวแมว<br>อาจจะลดดาเมจโลหะลงครึ่งหนึ่ง	ได้รับมรดกธุรกิจทำโมจิ กำลังตามหาคู่ครอง <br>ที่จะผสานจังหวะเวลาการทุบค้อนของตนเอง<br>ได้อย่างสมบูรณ์แบบ อาจจะลดทอนศัตรูโลหะ		
202	Celebrating The Battle Cats' Taiwan version,<br>this Cat got too excited and steamed itself in a basket.<br>Is that meat inside, or PURE PASSION?!	Celebrating The Battle Cats' Taiwan version,<br>grew bigger to satisfy more hungry people. There's<br>no basis to rumors he's got pizza filling inside.			
203	แผนกวิจัยและพัฒนากองทัพแมวได้โคลนอาวุธสุดยอดโบราณ<br>ซึ่งก็คือทานูกิน่ารัก ที่สามารถทนไฟได้...<br>อาจจะลดทอนการโจมตีของศัตรูเอเลี่ยน/เทพได้ (โจมตีพื้นที่)	หลังจากได้เข้าทรงวิญญาณโบราณ กาจิเลยดึงดูด<br>ความร้อนทั้งหมดที่ได้ดูดซับให้กลายเป็นการจู่โจมหนักหน่วง!<br>ลดทอนการโจมตีของเอเลี่ยน/เทพได้ (โจมตีพื้นที่)	เมื่อเวทมนตร์โบราณมาผสานเข้ากับเทคโนโลยีปัจจุบัน<br>จึงเกิดเป็นการเผาไหม้จนไม่เหลือซาก!<br>ลดทอนการโจมตีของเอเลี่ยน/เทพได้ (โจมตีพื้นที่)		
204					
205					
206					
207					
208					
209	ตัวเล็กที่ใฝ่ฝันว่าจะเป็น<br>แมวที่ขึ้นชื่อเรื่องประสิทธิภาพต้นทุน<br>	ตัวเล็กที่ใฝ่ฝันว่าจะเป็น<br>แมวที่ขึ้นชื่อเรื่องกล้ามแขนอันเปล่งปลั่ง<br>	ตัวเล็กที่ใฝ่ฝันว่าจะเป็น<br>แมวที่ขึ้นชื่อเรื่องทรงผมอันสง่างาม<br>และตัดสั้นลงมาหน่อยเพื่อให้มีประสิทธิภาพต้นทุนดีที่สุด		
210	ตัวเล็กที่ใฝ่ฝันว่าจะเป็น<br>แมวที่แข็งแรงพอที่จะย้ายก้อนกรวดได้<br>แกร่ง พลังชีวิตสูง (โจมตีพื้นที่)	ตัวเล็กที่ใฝ่ฝันว่าจะเป็น<br>แมวที่แข็งแรงพอที่จะย้ายก้อนหินได้<br>ป้องกันแน่นหนา มาพร้อมกับมุม (โจมตีพื้นที่)	ตัวเล็กที่ใฝ่ฝันว่าจะเป็น<br>แมวที่ขึ้นชื่อเรื่องการป้องกันดีเลิศ™<br>มีพลังโจมตีเหมือนเช่นเดิม (โจมตีพื้นที่)		
211	ตัวเล็กที่ใฝ่ฝันว่าจะเป็น<br>ผู้บ้าคลั่งการโจมตีที่เก่งกับศัตรูสีแดง<br>	ตัวเล็กที่ใฝ่ฝันว่าจะเป็น<br>ฮีโร่กำมะลอที่เก่งกับศัตรูสีแดง<br>	ตัวเล็กที่ใฝ่ฝันว่าจะเป็น<br>แมวอัศวินมืดกำมะลอที่พอใช้ได้<br>เป็นจอมพลังโจมตีเอเลี่ยน		
212	สายลับผู้โด่งดัง ที่ยืนยันว่าจะคอสเพลย์ทุกครั้ง<br>ที่ทำงาน และเธอไม่เคยทำภารกิจล้มเหลวเลย...<br>มีโอกาสชะลอเอเลี่ยน/สีแดง 100% (โจมตีพื้นที่)	สายลับชื่อดังของกลุ่มมือสังหารแมว<br>มาไปไร้ร่องรอย ส่งพิซซ่าเป็นงานบังหน้า<br>ดาเมจพื้นที่อันแข็งแกร่งต่อเอเลี่ยน/สีแดง	ผู้บัญชาการหน่วยสืบราชการลับ F.O.X.<br>เป็นผู้บริหารเครือข่ายมือสังหารไร้ปรานี<br>โจมตีพื้นที่กระแทกกลับ+ลดทอนเอเลี่ยน/สีแดง	แมวพันหน้า คอยตามล่าผู้ทำลาย<br>ความสงบ เก่งกับเอเลี่ยน และแดงด้วยการชะลอ และ<br>ลดทอนความสามารถผ่านการโจมตีพื้นที่ มือปราบนักปราชญ์
213	ความดุเดือดเนื้อแน่นระดับเกรด A!<br>เหมาะเป็นอาหารจานด่วนหรือการจู่โจมกองโจรก็ได้<br>เนื้อแท้ 100%! อย่าบอกนะว่า...?	เต็มไปด้วยผักกาด ชีส และจิตวิญญาณการต่อสู้!<br>เซ็ตพิเศษสำหรับคนที่หิวโหยการต่อสู้อย่างแท้จริง<br>โปรดกินให้พอดี และอย่าลืมออกกำลังกาย!	ฉลองครบรอบ 3 ปี The Battle Cats!<br>ได้เวลาเสิร์ฟความเจ็บปวดระดับ 1,000 กิโลแคลฯ กันแล้ว!<br>ส่วนเครื่องเคียงก็มีแต่มันทอด... มันทอด... และมันทอด...		
214	Recruited from the Metal Slug series!<br>An elite commando masked as a typical POW<br>Might survive lethal attacks. (Area Atk)	Recruited from the Metal Slug series!<br>Lays down cover fire for the Cats with gas<br>bombs. Might survive lethal attacks. (Area Atk)	Lays down cover fire for the Cats with gas<br>bombs. Might survive lethal attacks. (Area Atk)<br>		
215	Recruited from the Metal Slug series!<br>This major excels at programming recruits.<br>Might temporarily freeze Aliens.	Recruited from the Metal Slug series!<br>A top intel officer who lets loose with artillery.<br>Might temporarily freeze Aliens.			
216	Recruited from the Metal Slug series!<br>This captain takes pride in his trademark shades.<br>Might knockback Aliens (Area Atk)	Recruited from the Metal Slug series!<br>Master of the shotgun, Marco's best friend.<br>Might knockback Aliens (Area Atk)			
217	Recruited from the Metal Slug series!<br>Staff sergeant in the Intel division.<br>Might cause massive damage to Aliens (Area Atk)	Recruited from the Metal Slug series!<br>Demolitions, survival, spying - she's mastered it all!<br>Might cause massive damage to Aliens (Area Atk)			
218	Recruited from the Metal Slug series!<br>A demure yet naïve Sgt. Major in the intel<br>division. Might slow Aliens.	Recruited from the Metal Slug series!<br>Easygoing and genuine, a crackshot with<br>handguns. Might slow Aliens.			
219	Recruited from the Metal Slug series!<br>A small, high-performance single-<br>passenger tank. (Area Atk)	Recruited from the Metal Slug series!<br>Battle-tested model with superior<br>mobility and firepower. (Area Atk)			
220	Recruited from the Metal Slug series!<br>Feared by allies and foes alike as the<br>"Demon Sergeant" Survives one lethal strike.	Recruited from the Metal Slug series!<br>Shirtless even in subzero temperatures.<br>Survives one lethal strike.			
221	Recruited from the Metal Slug series!<br>Yep, they're actual Martians.<br>Might weaken Aliens.	Recruited from the Metal Slug series!<br>Mastered warping. No motivation to try<br>now, though. Might weaken Aliens.			
222	Recruited from the Metal Slug series!<br>Giant crab that uses tank wreckage to attack.<br>Strong against Aliens. (Area Atk)	Recruited from the Metal Slug series!<br>Terrifying claws wade towards the beachhead!<br>Strong against Aliens. (Area Atk)	Recruited from the Metal Slug series!<br>Mutated after mistakenly ingesting a weapon.<br>Strong against Black and Aliens, with Area attack.		
223	Recruited from the Metal Slug series!<br>A robotic guardian who patrols secret factories.<br>Might knockback + slow Aliens. (Area Atk)	Recruited from the Metal Slug series!<br>Fires lasers powerful enough to vaporize all matter.<br>Might knockback + slow Aliens. (Area Atk)	Recruited from the Metal Slug series!<br>Fires powerful lasers from its shining golden body.<br>Surge Area Attacks might Knockback & Slow Aliens.		
224	Recruited from the Metal Slug series!<br>A charismatic ex-general plotting a coup.<br>Knockback + resistant to Aliens. (Area Atk)	Recruited from the Metal Slug series!<br>Fights corruption with rocket launcher in hand.<br>Knockback + resistant to Aliens. (Area Atk)	Recruited from the Metal Slug series!<br>Brilliant gold version of Morden's much-loved tank.<br>Tough vs. Traitless and Aliens, with Area Attack.		
225	Recruited from the Metal Slug series!<br>Large bomber copter used by the Morden Army.<br>Might knockback + Strong def. vs Floating. (Area Atk)	Recruited from the Metal Slug series!<br>A fighter used to ensure the safety of VIPs.<br>Might knockback + Strong def. vs Floating. (Area Atk)	Recruited from the Metal Slug series!<br>Created to endure many concentrated strikes.<br>Might knockback + Strong def. vs Floating. (Area Atk)		
226	นักเวทมนตร์อายุน้อยที่จับฝันร้ายมาเป็นทาส<br>มีพลังดุจดั่งนรกในการสร้าง<br>ดาเมจมหาศาลเฉพาะเอเลี่ยน ลอยและฐานศัตรู	เมื่อฝันร้ายเผยโฉมร่างจริง ออกเดินทาง<br>เพื่อเก็บวิญญาณพยาบาท สร้างดาเมจมหาศาลเฉพาะต่อ<br>เทพ/เอเลี่ยน ได้รับเงินเยอะจากศัตรูแต่ละตัวที่ปราบได้	ได้รับใบรับรองออนไลน์ด้านกายวิภาคศาสตร์ <br>การย้ายวิญญาณครั้งแรก: สำเร็จอย่างยิ่งใหญ่!(?)<br>สร้างดาเมจสูงสุดยอด แต่เฉพาะกับเอเลี่ยน/ฐานเท่านั้น!		
227	แมวแสนกลผู้ซ่อนอยู่ใน<br>ฟักทองแกะสลัก<br>มีชีวิตอยู่เพื่อทำให้คนผ่านไปผ่านมาตกใจ	ผู้ที่ชอบกลั่นแกล้งคนอื่นก็จะถูกสาป<br>ให้ร่อนเร่พเนจรเป็นผี... แต่ก็ยังไม่รู้บทเรียนเสียที<br>อาจจะหยุดการเคลื่อนไหวศัตรูสีดำชั่วครู่หนึ่ง	ปรากฏตัวใกล้กับคนที่กำลังนอนหลับ แสดงถึงความตายของพวกเขา<br>ความตายโฉบเข้ามาทันทีเมื่อมันร่ายคำว่า "อาบูระ คาดาเวอร์!"<br>มือสังหารเบอฮีมอธ เก่งกับสีดำและอาจแช่แข็งพวกมันได้		
228	สาวน้อยน่ารักขวัญใจทุกคน แต่งตัวให้เหมาะกับ<br>งานฮาโลวีนแต่ไม่มีจิตใจที่จะ<br>กล้าแกล้งคนอื่น อาจจะคริติคอล	ไม่มีวิชาเวทมนตร์ แต่ดูตื่นเต้นที่ผู้คน<br>ชอบเห็นเธอแต่งตัวเป็นแม่มด<br>ขอแค่มั่นใจเพิ่มขึ้นอีกนิดเดียวก็พอแล้ว (คริติคอล)	เดินทอดน่องอยู่บนถนนที่ตกแต่งในช่วงฮาโลวีน<br>เธอใช้เวทมนตร์เปลี่ยนโฉมตัวเองเป็นเวลาหนึ่งคืนเท่านั้น<br>โล่คลื่น มีโอกาสคริติคอล		
229	เจ้าแม่แห่งสายลมชื่นชอบฮาโลวีนมากทุกปี<br>ยิงศัตรูด้วยลำแสงพลาสมาอันทรงพลัง<br>ความเสียหายมหาศาลต่อศัตรูเอเลี่ยนจากระยะไกล	สาวพรหมจารีที่ชอบแกล้งคนในวันฮาโลวีน<br>ด้วยการยิงลำแสงพลาสมาในเวลาที่ไม่คาดคิด<br>ความเสียหายมหาศาลต่อศัตรูเอเลี่ยนจากระยะไกล			
230	เจ้าแม่แห่งสายฟ้าชื่นชอบฮาโลวีนมากทุกปี<br>ทำให้ศัตรูโดนช็อตไฟด้วยสายฟ้า<br>ความเสียหายมหาศาลต่อศัตรูสีดำจากระยะไกล	วันฮาโลวีนคือโอกาสอันดีที่จะแกล้งเด็กหล่อๆ<br>ทำให้ศัตรูโดนช็อตไฟด้วยสายฟ้า<br>ความเสียหายมหาศาลต่อศัตรูสีดำจากระยะไกล			
231					
232					
233					
234					
235					
236					
237	แมวชาญฉลาดที่ได้คะแนนเต็มในการสอบเข้า<br>มหาวิทยาลัยเหมียววาร์ด ใช้ไหวพริบในการหาจุดอ่อน<br>และลดทอนการโจมตีของศัตรู	ได้รับรางวัลเนียเบลสาขาเศรษฐศาสตร์ในปีที่แล้ว<br>มีความสามารถในการโต้วาทีจนทำให้ศัตรูงงงวย<br>ถึงขั้นที่ว่าเสียพลังโจมตีไปเยอะมาก	ผู้มีพลังสมองและประสบการณ์ในระดับตำนาน<br>สร้าง XP มหาศาลในระหว่างการนอน!<br>ลดทอนศัตรูด้วยการโจมตีโหมกระหน่ำ		
238	ทายาทสืบสกุลของแมวเศรษฐีในตำนาน เกิดมาก็รวยแล้ว<br>แต่ยังเก็บงำทุกบาททุกสตางค์<br>และล้วงเข้าไปในกระเป๋าของศัตรูเพื่อหาเงินเพิ่มเติม	บิดาของแมวเศรษฐีในตำนาน ร่ำรวยจากการ<br>ไม่ใช้ผลกำไรที่ได้จากธุรกิจของตนเอง<br>แต่ใช้เงินที่อยู่ในกระเป๋าของศัตรู	คุณปู่ของของแมวเศรษฐีในตำนาน ลงทุน 6 บาทใน<br>เหมียวซอฟต์เมื่อ 200 ปีที่แล้ว<br>และศัตรูที่พ่ายแพ้ทุกตัวจะเพิ่มเงินในกระเป๋าให้		
239	ก่อนที่จะลงสมรภูมิต้องฝึกก่อน เลยได้แต่ปืนมันฝรั่ง<br>เพราะฉะนั้นอย่าคาดหวังอะไรมาก<br>กระแทกกลับศัตรูด้วยการโจมตีระยะไกลมาก	มือสังหารที่ไม่เคยล้มเหลว<br>ยังใช้ปืนมันฝรั่งอยู่เพื่อความท้าทายเพิ่มเติม<br>โจมตีระยะไกล กระแทกกลับศัตรูที่ไม่ใช่โลหะ	พลซุ่มยิงรับจ้าง อายุ 31 ปี ที่อุปกรณ์ทุกชิ้น<br>เป็นของมือสองจากตลาดโชว์ห่วย<br>โจมตีระยะไกล กระแทกกลับศัตรูที่ไม่ใช่โลหะ		
240	ไม่แน่ใจว่านี่เป็นแมวหรือเปล่า...<br>คือแบบว่า<br>ดูหนามนั่นดิ...???	ไม่ ไม่ นี่มันไม่ถูกต้อง...<br>รอดชีวิตการโจมตีถึงตาย 1 ครั้ง เมื่อรับ<br>ความเสียหายมากขึ้น พลังโจมตีจะแรงขึ้น (โจมตีพื้นที่)	เทพเจ้าโบราณที่เชื่อมดินแดนแห่งชีวิตและความตายเข้าด้วยกัน <br>รอดชีวิตการโจมตีถึงตาย 1 ครั้ง เมื่อรับ<br>ความเสียหายมากขึ้น พลังโจมตีจะแรงขึ้น (โจมตีพื้นที่)		
241	สาวโก๊ะ ที่แต่งตัวรับคริสต์มาส!<br>ยิงลำแสงน้ำแข็งอันทรงพลังในระยะใกล้<br>อึดต่อศัตรูเอเลี่ยน/เทพ (โจมตีพื้นที่)	นักสกีคนไหนทำดีด้วยก็เผลอชอบเขาไปหมด<br>แค่ได้สบตาใครก็ใจละลายไปซะหมด<br>อึดต่อศัตรูเอเลี่ยน/เทพ (โจมตีพื้นที่)	อีกครั้งที่เธอตกหลุมรักชายแปลกหน้าจิตใจดี<br>เธอพุ่งเข้าหาชายสูทแดงหนวดขาวสุดเท่คนนั้นอย่างไม่คิด<br>ทนต่อเอเลี่ยน/เทพ (โจมตีพื้นที่)		
242	สาวเปี่ยมเสน่ห์ ที่แต่งตัวรับคริสต์มาส!<br>ดาเมจสูงจากการโจมตีระยะไกลด้วยต้นไม้!<br>เก่งกับเอเลี่ยน/เทพ (โจมตีพื้นที่)	แต่งชุดคริสต์มาสจัดเต็ม เพื่อให้เห็นถึง<br>ความหวานของตนเอง แต่ว่ากลัวลูกสน<br>เก่งกับเอเลี่ยน/เทพ (โจมตีพื้นที่)			
243	ผู้พิทักษ์ศักดิ์สิทธิ์ ที่แต่งตัวรับคริสต์มาส!<br>พรศักดิ์สิทธิ์ของเธอจะทำลายความชั่วร้ายทั้งปวง<br>อาจจะหยุดการเคลื่อนไหวเอเลี่ยน/เทพได้ (โจมตีพื้นที่)	ดรุณีผู้ไม่เคยยิ้ม แต่จิตวิญญาณคริสต์มาส<br>ทำให้เธอเผยมุมปากขึ้นมาเบาๆ<br>อาจจะหยุดการเคลื่อนไหวเอเลี่ยน/เทพได้ (โจมตีพื้นที่)			
244	ของขวัญวันหยุดจากซานต้า<br>พอเดาได้ไหมว่าข้างในมีอะไร?<br>อาจจะหยุดการเคลื่อนไหวศัตรูเทพเป็นบางครั้ง	ของขวัญวันหยุดจากกองทัพแมว<br>ข้างในเหมือนมีอะไรดิ้นอยู่นะ...<br>อาจจะหยุดการเคลื่อนไหวศัตรูเทพเป็นบางครั้ง			
